oid,class
2124,BYDra
3635,RSCVN
1794,RSCVN
8200,EA
519873,CEP
155345,Mira
1276,EA
33929,RRc
9007,SR
9519,EA
34548,RR
22201,RR
1273,EW
616,EW
189,SR
272,EW
22357,RR
183600,CEP
1159,EW
105916,Mira
26461,DSCT
374,BYDra
6849,DSCT
8235,SR
540615,CEP
5719,SR
11868,EA
7197,SR
465,EW
88951,RRc
1469,SR
3625,BYDra
468362,CEP
28930,RRc
17479,RR
2044,EW
11768,DSCT
43051,CEP
20441,DSCT
164,BYDra
1933,EW
36390,DSCT
2039,EW
21286,RR
4856,EA
2900,BYDra
1320,BYDra
21563,RR
91407,Mira
4401,BYDra
1850,BYDra
1500,BYDra
10949,SR
1647,BYDra
327639,CEP
82899,RRc
2426,EA
4475,RSCVN
12677,RR
217,BYDra
2489,EW
3153,EA
453910,CEP
5732,RSCVN
4364,BYDra
20702,Mira
2312,RR
26935,Mira
577811,CEP
15249,RRc
83223,RRc
1711,BYDra
1230,EW
4006,BYDra
26400,RRc
86027,CEP
1844,EA
36944,Mira
64,SR
5868,RSCVN
4998,BYDra
3178,RSCVN
97866,Mira
172372,Mira
285731,CEP
154059,Mira
67,EA
180802,CEP
387083,CEP
800,EW
22603,DSCT
33440,DSCT
3526,SR
150884,Mira
26324,RR
200,EW
391353,CEP
3231,SR
2513,RSCVN
14783,DSCT
8677,Mira
1939,BYDra
16842,DSCT
114092,Mira
108037,RRc
56023,RRc
99214,RRc
4897,BYDra
5964,RR
826,EA
10284,DSCT
6204,EA
40108,RRc
31306,CEP
16630,DSCT
5254,RR
88066,CEP
968,RSCVN
4801,RRc
11196,EA
5194,DSCT
2923,RSCVN
4169,RSCVN
1994,RR
35,EW
1349,RSCVN
2369,EA
6471,RR
1921,SR
162355,CEP
245,BYDra
20412,RR
322,EW
8214,RRc
23241,Mira
87667,RRc
6343,RSCVN
2203,EW
35871,DSCT
2352,EW
8303,EA
1275,EW
14487,Mira
10406,RR
12237,Mira
1188,BYDra
2496,RSCVN
1009,EW
36781,Mira
5680,SR
71520,Mira
2425,BYDra
1735,EW
2766,BYDra
3493,SR
72673,Mira
348891,CEP
27967,RR
12971,RR
493,EW
264,BYDra
2901,BYDra
79147,RRc
50796,RRc
813,EW
5570,EA
2006,SR
1897,EW
160651,Mira
4566,RSCVN
303261,CEP
33562,DSCT
2471,EW
913,DSCT
34450,RR
30747,RR
1035,BYDra
28637,DSCT
32756,DSCT
174208,Mira
14738,DSCT
1075,EW
8028,SR
33717,RR
488,BYDra
1766,EW
5256,SR
1427,EW
25920,DSCT
3267,BYDra
5789,EA
8013,EA
8106,EA
53967,RRc
8967,RRc
17476,DSCT
590685,CEP
2493,RSCVN
1485,BYDra
10301,SR
34269,RR
742,EW
3628,EA
2672,EA
344010,CEP
27729,RR
37092,RRc
5458,RSCVN
8204,RRc
4377,DSCT
1405,BYDra
8761,EA
26424,RR
3380,RSCVN
8658,RR
17724,RR
131664,Mira
2925,RSCVN
11450,DSCT
58039,RRc
2247,EW
917,BYDra
2954,RSCVN
3115,SR
82452,Mira
27922,RR
495796,CEP
12550,RR
2585,DSCT
6272,SR
25420,RRc
78311,Mira
263,EA
1205,EW
2617,EA
25966,RR
75193,Mira
134,RSCVN
156174,CEP
15569,Mira
2147,EA
8243,SR
3740,BYDra
790,RSCVN
41290,Mira
57369,Mira
23103,RR
3956,EA
508670,CEP
145337,Mira
18040,Mira
1609,EW
10831,SR
3774,BYDra
362203,CEP
12685,EA
420,DSCT
133083,Mira
142347,Mira
9824,EA
291294,CEP
17044,RR
40151,Mira
13328,RRc
15630,RRc
4155,SR
26282,Mira
393499,CEP
3561,SR
573451,CEP
18479,CEP
2284,RSCVN
221,RSCVN
28203,RRc
13776,RR
9439,EA
472809,CEP
47,DSCT
9356,SR
6378,DSCT
8499,SR
2635,SR
7142,SR
57110,RRc
154,RR
3134,SR
2012,EW
718,BYDra
8251,EA
4770,BYDra
625902,CEP
3998,RSCVN
11454,Mira
64545,RRc
48613,RRc
24355,DSCT
35952,RRc
10214,RR
3503,BYDra
581677,CEP
84441,RRc
1339,EW
11982,EA
1876,SR
32553,DSCT
4887,RR
31541,RRc
2460,RSCVN
1996,EW
10913,SR
97809,CEP
18156,RR
2368,RRc
24264,RR
95980,Mira
11168,DSCT
65850,CEP
4488,EA
295,RR
104629,Mira
98654,Mira
4913,RSCVN
2580,EA
1515,EW
50064,RRc
4358,RSCVN
4074,EA
2169,EW
18265,RR
2746,EA
125676,Mira
2705,SR
576,EW
20406,DSCT
2528,EA
294,EW
3876,RSCVN
278063,CEP
4687,EA
18409,RR
31362,RRc
8386,SR
66516,RRc
577055,CEP
1492,EW
3393,RSCVN
330597,CEP
21146,RRc
17577,DSCT
2361,EW
16675,RR
1605,BYDra
19294,DSCT
6923,EA
10600,DSCT
4293,RSCVN
11676,RR
4970,BYDra
1524,SR
69444,RRc
31223,DSCT
2463,EW
472103,CEP
30401,DSCT
29986,RR
20790,RR
29015,DSCT
4549,EA
576265,CEP
545417,CEP
2309,EW
717,RR
487603,CEP
140251,Mira
32606,RRc
612531,CEP
176623,CEP
89929,RRc
57911,RRc
91793,Mira
168067,Mira
13259,Mira
51042,Mira
371,EW
2248,BYDra
8138,SR
3058,SR
5190,BYDra
208,EW
3270,RSCVN
4862,SR
19205,RRc
2143,EW
134049,Mira
529312,CEP
1673,EW
1655,EW
6251,SR
94417,CEP
1143,BYDra
25317,RR
2249,EW
2447,EA
13765,DSCT
10023,SR
92,BYDra
1214,EW
7106,RRc
418,EW
2490,RSCVN
16350,RR
26940,RRc
532472,CEP
170348,Mira
10105,SR
415038,CEP
457813,CEP
116402,Mira
164134,Mira
80058,CEP
7478,EA
10203,SR
503,DSCT
2314,SR
359,EW
78843,RRc
6244,EA
4879,BYDra
3323,BYDra
15599,CEP
17100,RR
1853,DSCT
3168,RSCVN
1340,BYDra
47312,RRc
30103,RRc
9291,DSCT
89029,RRc
395053,CEP
503691,CEP
1620,EW
1434,SR
1560,EW
33001,DSCT
346790,CEP
77063,Mira
24294,RR
546850,CEP
81219,Mira
115,DSCT
66729,RRc
13284,RR
951,RSCVN
4814,RSCVN
27515,RRc
23416,RR
148732,CEP
4508,BYDra
2620,RSCVN
25525,DSCT
530621,CEP
7779,SR
4907,BYDra
31257,RRc
6857,DSCT
4072,BYDra
5740,SR
3768,SR
641,EW
63821,Mira
4509,DSCT
4892,DSCT
223,EW
703,SR
445879,CEP
10583,RRc
6929,RR
9304,RR
23434,RRc
1274,RSCVN
2398,BYDra
27127,DSCT
18609,RR
4357,SR
4018,SR
5667,EA
2239,BYDra
3271,RSCVN
107883,Mira
2506,EA
10786,DSCT
11569,DSCT
120,EA
1094,EW
647,SR
7138,SR
358972,CEP
10382,RR
1479,RSCVN
30364,RR
58664,RRc
2069,RR
493743,CEP
29204,RRc
30012,DSCT
139,RSCVN
96768,CEP
5627,RRc
35469,DSCT
5817,RSCVN
1226,CEP
2423,RR
481421,CEP
6096,CEP
94892,Mira
2270,BYDra
15316,RRc
6182,RSCVN
2156,BYDra
519970,CEP
126958,Mira
2099,BYDra
6775,EA
938,BYDra
213,RR
27477,RRc
3203,RSCVN
233,EW
32806,RRc
447,EW
628,SR
12476,EA
76454,RRc
15487,CEP
6783,EA
163328,Mira
128875,Mira
5244,BYDra
17029,CEP
29,EW
2699,EA
47847,Mira
884,EW
16999,RRc
412,RSCVN
3459,RSCVN
2538,BYDra
143989,Mira
10805,SR
217749,CEP
27326,RR
1870,BYDra
175489,Mira
409,BYDra
4744,RSCVN
5147,RSCVN
6834,RR
2417,SR
1757,EW
1219,EW
475979,CEP
10895,EA
48,DSCT
7146,EA
7080,EA
6245,RSCVN
215,RSCVN
419221,CEP
7178,RR
30525,RR
6179,EA
8638,SR
18439,DSCT
142,EW
4269,BYDra
33881,DSCT
3435,BYDra
26074,DSCT
13694,RR
2354,DSCT
29891,RR
24431,RRc
5057,RSCVN
2848,EA
1909,RR
24348,RRc
7727,EA
11598,DSCT
2172,DSCT
4037,BYDra
4763,BYDra
138490,Mira
20109,DSCT
19854,RR
1294,RSCVN
5481,SR
20492,DSCT
26518,CEP
75030,Mira
166601,Mira
1624,SR
8240,EA
21271,DSCT
7116,EA
32893,RR
6163,EA
43498,RRc
9499,EA
581218,CEP
2123,EW
458,SR
2468,EW
1713,EW
8754,SR
5857,SR
2246,BYDra
2816,DSCT
23674,RRc
2429,EW
27794,Mira
30667,RR
4417,BYDra
2384,RR
42051,RRc
107612,RRc
398781,CEP
2137,EW
26767,RR
10667,SR
4370,RR
1018,EW
212,SR
29631,DSCT
6596,DSCT
27765,DSCT
2072,EW
1607,DSCT
9390,RR
118487,CEP
10937,DSCT
199,EW
1622,EW
9465,DSCT
19388,CEP
761,EW
7078,SR
31353,DSCT
75372,RRc
16755,DSCT
310145,CEP
21919,DSCT
6603,EA
12180,EA
117567,Mira
2832,DSCT
19480,RRc
1511,RSCVN
1011,EA
79099,Mira
10005,EA
21931,RRc
74895,Mira
562,BYDra
6264,RSCVN
2971,RSCVN
4311,RSCVN
1880,RR
12793,DSCT
33628,RR
25492,DSCT
2673,DSCT
23750,Mira
5788,EA
16903,Mira
27371,RRc
37193,RRc
49,BYDra
2449,EW
9962,RR
8598,RRc
4451,RSCVN
4618,BYDra
11459,EA
8434,SR
6224,RSCVN
2043,RR
43261,Mira
454196,CEP
17129,DSCT
2421,EA
15338,RR
9614,RR
6365,RSCVN
107578,RRc
30875,CEP
168829,CEP
57160,RRc
1036,RSCVN
4931,BYDra
6144,RSCVN
7991,EA
840,RSCVN
11717,EA
133067,Mira
3151,RSCVN
135787,CEP
587791,CEP
173461,Mira
9112,CEP
32139,RR
32294,DSCT
1398,EW
2192,BYDra
33324,RR
9025,EA
64488,Mira
24584,DSCT
25032,RRc
80,SR
7949,RR
1439,EW
81611,Mira
76174,Mira
22572,DSCT
2080,EW
33392,DSCT
81195,CEP
62660,RRc
5179,Mira
35547,DSCT
136481,Mira
414612,CEP
4036,SR
3910,RSCVN
52293,CEP
3273,BYDra
13542,RR
582478,CEP
87160,RRc
3843,EA
5141,RSCVN
108816,Mira
74119,Mira
27837,Mira
201,EW
1264,EW
650,EW
11316,RR
8294,SR
30755,RR
16579,RR
6429,SR
3793,BYDra
3807,RSCVN
2803,SR
18030,DSCT
516,SR
37512,DSCT
6361,RSCVN
68297,RRc
2992,SR
6379,RSCVN
61673,RRc
3051,RR
47739,RRc
2765,SR
148079,Mira
64045,RRc
16128,CEP
5870,EA
34026,RRc
3505,EA
4206,RSCVN
353063,CEP
148466,Mira
33048,DSCT
112,EA
1242,EW
257367,CEP
5420,RSCVN
27880,RR
323,EW
5306,RR
100432,RRc
30922,RR
736,BYDra
1813,BYDra
177067,Mira
13460,CEP
3309,BYDra
799,EA
11793,RR
7536,EA
1594,EW
13197,DSCT
8420,SR
9209,RR
21821,Mira
303816,CEP
2715,DSCT
4577,DSCT
131,RSCVN
4645,RSCVN
2769,BYDra
1534,EA
1956,BYDra
10638,SR
9122,EA
513675,CEP
99307,RRc
767,EW
121,RSCVN
29379,RR
638,SR
26832,RR
4193,EA
21743,RR
27732,RR
17952,Mira
693,EW
372501,CEP
1304,EW
497,BYDra
5652,EA
1133,EW
5794,EA
1208,RRc
14934,DSCT
30292,RR
5175,EA
5303,RSCVN
4835,BYDra
9254,RR
1785,EW
5130,BYDra
1776,Mira
24256,CEP
7417,SR
680,EW
8188,EA
89726,RRc
164318,Mira
14901,RR
5668,EA
504,EW
1799,EW
1323,RSCVN
2337,EW
6256,RSCVN
36024,RRc
36478,Mira
5583,RSCVN
150151,CEP
1092,BYDra
1530,EW
6852,DSCT
503669,CEP
14111,RR
24653,DSCT
13001,RR
130174,Mira
732,RSCVN
3664,BYDra
122,BYDra
3711,SR
2913,RR
11422,EA
39,EW
4236,RSCVN
12359,EA
524706,CEP
1946,EW
33395,DSCT
986,BYDra
10682,SR
33439,RR
18402,RRc
4836,BYDra
11399,EA
2040,RSCVN
111308,Mira
12609,DSCT
5991,RSCVN
91487,Mira
2483,RSCVN
21325,RR
1338,EA
15931,RRc
27390,RR
3358,BYDra
26570,DSCT
1943,EW
73433,Mira
102475,RRc
169760,Mira
1358,EW
67693,RRc
24229,DSCT
80803,RRc
1237,EW
5158,RRc
1944,SR
23400,RR
397,EW
27107,RRc
504156,CEP
78964,RRc
285,EW
3113,BYDra
7398,SR
133973,Mira
11440,EA
10201,RR
6178,SR
76342,RRc
9992,SR
346,EW
3242,BYDra
31947,Mira
5369,SR
67431,Mira
5880,RSCVN
1319,EW
2127,EW
13354,RR
86090,RRc
12743,DSCT
128945,Mira
34688,DSCT
162,SR
8354,SR
60205,RRc
116,EW
86797,RRc
4651,BYDra
6897,RRc
6637,SR
5280,BYDra
90093,Mira
549849,CEP
2595,RSCVN
6487,EA
1762,EA
25383,DSCT
4292,BYDra
3668,RSCVN
171474,Mira
159,RSCVN
1019,EW
301189,CEP
1640,EW
31692,DSCT
18438,RRc
143411,Mira
366543,CEP
15374,RR
62811,RRc
1702,EW
6552,SR
587,DSCT
79937,Mira
8390,SR
23391,RR
101443,RRc
19912,DSCT
94294,RRc
2028,BYDra
4297,EA
35374,RRc
19843,DSCT
10889,EA
62439,Mira
176896,CEP
291493,CEP
3403,EA
1544,EW
34160,RRc
84743,RRc
9379,SR
63514,RRc
9424,SR
106193,Mira
1286,RSCVN
18922,DSCT
4282,SR
2839,BYDra
819,RSCVN
562556,CEP
164332,CEP
34379,Mira
1581,EW
12270,DSCT
33196,DSCT
2102,SR
481632,CEP
2042,SR
95187,Mira
4951,RSCVN
2185,EW
2663,BYDra
7694,EA
121290,Mira
1054,EA
147123,Mira
1227,EA
2197,BYDra
547084,CEP
2550,RSCVN
3207,BYDra
214,EW
3371,SR
6799,SR
2338,RSCVN
502,DSCT
26262,RR
5262,BYDra
60388,RRc
8036,SR
8198,RR
9317,RRc
44277,RRc
8372,SR
102969,CEP
77287,Mira
17398,DSCT
4661,SR
28470,Mira
928,EW
10577,EA
2105,EW
4626,BYDra
24602,RR
29988,RR
5098,BYDra
34358,RR
248,RSCVN
31823,RR
430,SR
170456,CEP
3311,SR
2394,EW
28338,RR
34585,RR
1106,BYDra
1045,SR
2862,RSCVN
17800,RR
505252,CEP
2652,RSCVN
2977,BYDra
545,EW
3157,RSCVN
8099,SR
27158,DSCT
60834,CEP
1738,RRc
4116,SR
170589,Mira
2851,EA
4789,BYDra
8136,DSCT
4660,EA
27743,DSCT
165034,Mira
1215,EW
161406,Mira
699,BYDra
1134,EW
154878,Mira
7556,SR
468456,CEP
1118,RSCVN
5649,SR
17769,DSCT
7910,SR
1475,RSCVN
5904,RSCVN
4570,BYDra
14404,DSCT
5951,RSCVN
3558,RR
4245,RSCVN
2612,EA
26662,DSCT
379274,CEP
91722,CEP
1113,SR
21449,DSCT
4878,RSCVN
257,EA
13976,RR
2434,RSCVN
674,EW
30568,Mira
19081,DSCT
2681,EA
6864,EA
29712,DSCT
88074,RRc
7932,SR
2083,BYDra
7834,SR
1213,EW
110588,Mira
19862,RR
997,BYDra
2941,RSCVN
1577,SR
1043,EW
1974,BYDra
83163,RRc
1962,RR
28646,DSCT
22347,DSCT
19418,Mira
2093,SR
32009,RRc
29201,RR
12795,RRc
6600,SR
183,EA
26,BYDra
19127,RR
1777,RSCVN
321851,CEP
4317,BYDra
5172,BYDra
391710,CEP
151437,Mira
1446,RSCVN
405035,CEP
22877,DSCT
568295,CEP
14713,RR
66911,RRc
3687,RSCVN
11050,EA
697,EW
13198,RR
591998,CEP
63298,RRc
1627,EW
1616,EW
2755,BYDra
7016,RR
4205,SR
31658,DSCT
4091,RSCVN
3755,Mira
363280,CEP
41517,Mira
252,EW
46376,Mira
5045,RSCVN
191,EW
8589,SR
4820,EA
37298,DSCT
81650,RRc
165154,Mira
1945,EA
113894,CEP
7952,EA
4940,RR
1657,BYDra
16066,RR
5059,SR
29747,RR
1392,EW
1768,SR
93163,RRc
415544,CEP
17582,RR
6047,EA
5198,BYDra
523886,CEP
101613,RRc
1386,EA
30162,Mira
1175,EW
1303,EW
13842,DSCT
962,EA
93009,RRc
394755,CEP
76489,Mira
433494,CEP
1824,EW
1619,EW
9490,SR
396432,CEP
4533,EA
8142,SR
12851,EA
71946,Mira
8531,SR
2604,SR
2386,EW
8086,EA
4130,EA
25114,DSCT
78279,RRc
4299,BYDra
5637,RR
4455,DSCT
25090,RR
8687,DSCT
28944,RR
18571,RRc
2622,SR
535155,CEP
10029,SR
29852,RR
79307,Mira
5361,RR
27472,CEP
1918,BYDra
12101,EA
4045,BYDra
60896,RRc
501,EA
4974,RSCVN
112202,Mira
8033,EA
13525,DSCT
14456,RR
50729,RRc
3313,EA
555818,CEP
3538,RSCVN
16795,Mira
4428,BYDra
45996,RRc
19789,DSCT
12177,RR
1961,EW
977,EA
1239,RSCVN
1806,RSCVN
5664,SR
456705,CEP
537,EA
1493,BYDra
1197,EW
25173,DSCT
4179,BYDra
99699,RRc
1053,EW
547,EW
2494,EA
10707,EA
9472,RRc
3381,BYDra
2890,BYDra
91206,CEP
19394,DSCT
87949,Mira
5601,RRc
143650,CEP
603,EA
1178,RSCVN
93415,CEP
225,SR
19696,RRc
2146,RSCVN
837,BYDra
80133,RRc
1353,EA
794,BYDra
94705,RRc
616553,CEP
9975,EA
4973,RSCVN
4841,RR
2232,RRc
29312,RR
2749,BYDra
2470,BYDra
774,EW
4204,EA
4088,RSCVN
296999,CEP
3136,RSCVN
4011,BYDra
6733,SR
1942,EW
8053,SR
22058,RRc
37186,DSCT
92590,RRc
5013,EA
1495,BYDra
15755,CEP
4411,RSCVN
3888,SR
2655,BYDra
144160,CEP
163024,Mira
4291,RSCVN
763,EW
5322,RSCVN
27919,DSCT
1051,EW
27669,DSCT
13311,RR
175773,CEP
5875,RSCVN
906,SR
1815,EW
19458,RRc
15118,DSCT
21235,RRc
546432,CEP
1123,EW
575616,CEP
3660,BYDra
1331,EW
174632,Mira
29910,DSCT
254,EW
5260,RR
72992,CEP
33996,DSCT
2292,EW
5327,BYDra
27860,RR
2057,SR
316899,CEP
456,RSCVN
10771,SR
2159,RSCVN
4118,BYDra
4799,RR
12439,DSCT
4556,RSCVN
3110,SR
1968,RSCVN
5318,SR
5659,DSCT
77472,Mira
27257,Mira
25225,DSCT
857,RSCVN
25517,DSCT
4322,RRc
5144,EA
5464,SR
1704,EW
3328,SR
3839,EA
11720,EA
2751,BYDra
3827,EA
117269,Mira
8926,SR
56985,Mira
2541,RSCVN
35333,DSCT
13130,RR
75482,RRc
17819,RR
711,EA
124560,Mira
4190,RSCVN
5769,EA
1006,BYDra
1652,RSCVN
107956,Mira
390604,CEP
2540,SR
125689,Mira
2357,RSCVN
2731,EA
87012,RRc
11513,EA
600001,CEP
4578,BYDra
4809,RSCVN
32992,DSCT
444852,CEP
3564,DSCT
2486,EW
5929,RSCVN
130412,CEP
4086,RSCVN
3117,RSCVN
80237,RRc
178,EW
49099,RRc
11620,EA
6962,SR
99810,Mira
171969,Mira
4654,RSCVN
5274,BYDra
158356,CEP
33238,DSCT
5027,BYDra
5445,RSCVN
17169,CEP
36416,DSCT
598,EW
3433,BYDra
8081,EA
4102,SR
335,BYDra
19504,DSCT
104,DSCT
816,EW
4969,RSCVN
32675,RR
17559,RR
30610,RR
62956,CEP
2021,EW
6277,RSCVN
28489,RRc
1263,EW
25580,RRc
392086,CEP
25260,DSCT
15024,CEP
391035,CEP
9574,EA
87167,Mira
22352,RRc
16332,DSCT
153100,Mira
3315,DSCT
5734,SR
2257,EW
4295,DSCT
10026,DSCT
16106,RR
36801,DSCT
2917,BYDra
16780,RR
13864,Mira
3387,BYDra
27060,RR
3705,BYDra
9732,RR
25110,DSCT
3784,BYDra
5366,RR
62664,Mira
171814,CEP
11134,SR
40784,RRc
1333,BYDra
513320,CEP
38651,DSCT
1576,BYDra
1648,RRc
8467,EA
19174,DSCT
3964,RSCVN
24282,DSCT
16188,CEP
1014,BYDra
5797,EA
2062,SR
5104,RSCVN
9701,SR
25285,RR
451740,CEP
6172,EA
128637,CEP
10510,RR
15273,Mira
16070,RR
173067,CEP
1633,EW
10773,Mira
8114,EA
66901,Mira
87876,Mira
12585,EA
1013,EW
525711,CEP
37906,DSCT
132938,Mira
71239,RRc
18811,DSCT
100282,Mira
92250,RRc
10283,SR
6421,DSCT
36648,RRc
9276,EA
7599,SR
1201,BYDra
320,Mira
2198,EW
5021,RSCVN
31209,RR
37386,RRc
297,EW
1721,EW
122993,Mira
28448,RRc
1499,EW
525139,CEP
2457,BYDra
43122,RRc
99005,Mira
45990,RRc
12489,DSCT
4731,BYDra
31432,Mira
9341,SR
2904,BYDra
7685,SR
5860,EA
4988,BYDra
13849,RR
2075,DSCT
1052,SR
1099,BYDra
26237,RRc
4294,EA
3118,BYDra
390998,CEP
4442,RSCVN
6079,EA
78401,Mira
